frame,Ux,Uy,Uz
0,200.00001096088468
1,200.0000218385634
2,200.0000326333029
3,200.00004334537076
4,200.00005397503517
5,200.00006452256545
6,200.00007498823152
7,200.00008537230408
8,200.00009567505472
9,200.0001058967559
10,200.00011603768058
11,200.0001260981028
12,200.00013607829726
13,200.00014597853948
14,200.00015579910567
15,200.00016554027292
16,200.00017520231907
17,200.00018478552283
18,200.00019429016342
19,200.0002037165212
20,200.00021306487702
21,200.00022233551246
22,200.0002315287101
23,200.00024064475323
24,200.00024968392577
25,200.0002586465124
26,200.00026753279877
27,200.00027634307105
28,200.00028507761618
29,200.00029373672197
30,200.00030232067692
31,200.00031082977037
32,200.0003192642921
33,200.00032762453296
34,200.00033591078443
35,200.00034412333864
36,200.00035226248855
37,200.0003603285277
38,200.00036832175067
39,200.0003762424524
40,200.00038409092883
41,200.00039186747645
42,200.00039957239244
43,200.00040720597482
44,200.0004147685225
45,200.0004222603345
46,200.000429681711
47,200.00043703295304
48,200.00044431436194
49,200.00045152623994
50,200.00045866888988
51,200.00046574261532
52,200.0004727477207
53,200.00047968451085
54,200.0004865532915
55,200.00049335436884
56,200.00050008805002
57,200.00050675464263
58,200.000513354455
59,200.00051988779632
60,200.0005263549761
61,200.00053275630486
62,200.00053909209362
63,200.0005453626539
64,200.00055156829816
65,200.00055770933932
66,200.00056378609113
67,200.0005697988679
68,200.00057574798436
69,200.0005816337563
70,200.0005874564999
71,200.00059321653188
72,200.0005989141699
73,200.00060454973192
74,200.0006101235369
75,200.00061563590404
76,200.0006210871534
77,200.00062647760555
78,200.00063180758178
79,200.0006370774039
80,200.00064228739436
81,200.0006474378762
82,200.00065252917307
83,200.00065756160942
84,200.00066253550978
85,200.0006674511999
86,200.00067230900567
87,200.00067710925381
88,200.0006818522714
89,200.00068653838645
90,200.00069116792716
91,200.00069574122261
92,200.00070025860222
93,200.00070472039624
94,200.0007091269352
95,200.00071347855035
96,200.00071777557363
97,200.00072201833717
98,200.000726207174
99,200.00073034241748
100,200.00073442440174
101,200.00073845346125
102,200.000742429931
103,200.00074635414668
104,200.0007502264445
105,200.0007540471611
106,200.0007578166337
107,200.00076153520007
108,200.00076520319843
109,200.00076882096752
110,200.00077238884674
111,200.0007759071758
112,200.000779376295
113,200.00078279654517
114,200.00078616826764
115,200.0007894918042
116,200.0007927674972
117,200.00079599568946
118,200.00079917672414
119,200.0008023109451
120,200.00080539869654
121,200.0008084403233
122,200.00081143617047
123,200.00081438658367
124,200.00081729190916
125,200.00082015249356
126,200.0008229686839
127,200.00082574082754
128,200.00082846927268
129,200.00083115436752
130,200.00083379646117
131,200.00083639590264
132,200.00083895304186
133,200.00084146822903
134,200.00084394181468
135,200.00084637414994
136,200.0008487655862
137,200.00085111647533
138,200.00085342716972
139,200.00085569802198
140,200.00085792938532
141,200.0008601216132
142,200.0008622750596
143,200.0008643900789
144,200.00086646702582
145,200.00086850625542
146,200.00087050812326
147,200.00087247298526
148,200.0008744011976
149,200.00087629311707
150,200.0008781491006
151,200.00087996950566
152,200.00088175468994
153,200.00088350501167
154,200.00088522082922
155,200.00088690250152
156,200.00088855038777
157,200.0008901648475
158,200.00089174624054
159,200.00089329492724
160,200.00089481126813
161,200.00089629562407
162,200.00089774835627
163,200.00089916982625
164,200.000900560396
165,200.00090192042765
166,200.00090325028373
167,200.00090455032705
168,200.00090582092082
169,200.0009070624283
170,200.0009082752134
171,200.00090945963996
172,200.00091061607242
173,200.00091174487537
174,200.00091284641374
175,200.00091392105253
176,200.0009149691574
177,200.00091599109385
178,200.0009169872281
179,200.00091795792613
180,200.00091890355475
181,200.0009198244805
182,200.00092072107046
183,200.000921593692
